ID,claim,evidence
487,['There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used'],[]
488,[],"['In the entire public school system in Camden last year , only three students graduated college ready .']"
489,[],"['Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage .']"
490,[],[]
491,[],['This is what President Obama said the jobless rate would be if we passed the stimulus : 5.6 percent .']
492,[],[]
493,[],['Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president .']
494,[],['Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partialbirth abortion .']
495,[],['United States global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations .']
496,[],"[""I told the Congress ` thanks , but no thanks , ' on that Bridge to Nowhere .""]"
497,[],['The actual construction contracts that weve awarded to date have come in several hundred million dollars below estimates .']
498,[],"['State school funding per pupil is down 16 percent compared to 2009 , after adjusting for inflation .']"
499,[],['Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today .']
500,[],"['American voters remain steadfast in their support for immigration reform with a path to citizenship , with more than 70 percent who want to see reform passed this year .']"
501,[],['There were more people on welfare than working in 2013 .']
502,[],[]
503,[],['Says State Rep. Kristi Thibaut was an ACORN lobbyist .']
504,[],[]
505,[],"['According to a national survey , transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009 .']"
506,[],"['In fiscal year 20112012 , 4,191 abortions were paid for by taxpayers via the Oregon Health Plan .']"
507,[],[]
508,[],[]
509,[],['I think its time we have someone in Albany thats making sure our region gets our fair share']
510,[],['Amazing fact : Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year .']
511,[],['Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley .']
512,[],"['In our major cities across America , half of our kids dont graduate .']"
513,[],['There were 36 states where Republicans who were in charge refused to implement a state health insurance exchange .']
514,[],['It was just take a look at the background of Alicia Machado .']
515,[],['Aphotograph of 21yearold Hillary Clinton featured a Confederate battle flag in the background .']
516,[],['Texas leads the nation in the percentage of residents without health insurance .']
517,[],[]
518,[],['A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents .']
519,[],[]
520,[],[]
521,[],"['In the month of July alone , EU exports to South Korea increased by over 36 percent .']"
522,[],[]
523,[],[]
524,[],['The DNC says McCain flipflopped on whether the Iraq War would be easy .']
525,[],[]
526,[],"['Says Zack Space voted for budgets and debt , energy taxes and the stimulus , and we still lost more than 2.5 million jobs .']"
527,[],[]
528,[],[]
529,[],[]
530,[],"[""Obama 's tax plan cuts taxes ' for 95 percent of all working families . '""]"
531,[],['Says Colorado Democraticcongressional candidate MorganCarroll racked up $ 11 billion in new spending in the state Legislature .']
532,[],['59 percent of Americans today believe that Barack Obama is still a Muslim .']
533,[],[]
534,[],"['Sixty percent of the population , 70 percent of the population wanted to live somewhere else ... By the time I left , 70 percent wanted to stay .']"
535,[],[]
536,[],[]
537,[],['99.97 percent of the kids live in poverty that attend Cleveland public schools .']
538,[],[]
539,[],['Says Texas ranks 49th nationally in what we are doing to support our perpupil investment in education in the state .']
540,[],"['Despite keeping distance from national media interviewers , I did local press all along , the last three months .']"
541,[],"['What we said was , you can keep your plan if it hasnt changed since the law passed .']"
542,[],[]
543,[],"['Says Florida didnt offer special incentives to Deutsche Bank , which announced it will add 300 jobs in Florida .']"
544,[],['Says she was the first in her family to go to a fouryear college .']
545,[],"['There was a Gallup poll in Egypt last year , and 70 percent of Egyptians dont want our money .']"
546,[],"[""The truth of the matter is that during my administration , the FBI 's crime statistics show that violent crime was reduced in Massachusetts by 7 percent .""]"
547,[],"[""Scott Maddox has run ' losing campaigns for 3 of Florida 's 4 available cabinet positions . '""]"
548,[],['Americans spend 6.1 billion hours a year on tax preparation .']
549,[],['The budget I managed at the Department of Education was more than $ 60 million .']
550,[],"['We are now , for the first time ever , energy independent .']"
551,[],"['Last year , Exxon pocketed nearly $ 4.7 million every hour .']"
552,[],"[""AARP is ' the largest reseller of insurance in the country ' and ' has a vested interest in seeing that the market for reselling supplemental insurance expands . '""]"
553,[],"['Medicare monthly premiums will go up to $ 104.20 in 2012 and $ 247.00 in 2014 due to provisions incorporated in the Obamacare legislation , purposely delayed so as not to confuse the 2012 reelection campaigns .']"
554,[],"['Right now , 50 percent of Florida students leaving high school can not read at grade level .']"
555,[],['Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states .']
556,[],['Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .']
557,[],['Youre in more trouble if you leave your pet in the car than if you leave your child in the car .']
558,[],['SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders .']
559,[],['On letting Occupy Atlanta protesters stay in Woodruff Park .']
560,[],['What I have put forward does not add a penny to the debt .']
561,[],[]
562,[],"['In first week as governor , Tim Kaine proposed a nearly $ 4 billion tax increase , $ 4 billion , including a tax increase on people earning as little as $ 17,000 a year .']"
563,[],"['On Lee Fishers watch , almost nine out of 10 jobs that Ohio lost were lost to other states , not to other countries .']"
564,[],[]
565,[],[]
566,[],"['Says on contraception , his plan is cheaper and easier for you than Sen. Mark Udalls']"
567,[],[]
568,[],[]
569,[],"[""John McCain ' opposed legislation to fund levees and flood control programs , which he considers pork . '""]"
570,[],"['Mitt Romneys pledged to protect oil companies record profits and their billions in special tax breaks , too .']"
571,[],['Mark Warner voted for nearly $ 1 trillion in new taxes and $ 7 trillion in new debt .']
572,[],['State government spending will be increase 10.7 percent this year .']
573,[],['Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law .']
574,[],[]
575,[],[]
576,[],"['A United Nations arms treaty would almost certainly force the United States to create an international gun registry , setting the stage for fullscale gun confiscation .']"
577,[],['More people die from medical misadventures than firearm accidents nationally and in Florida .']
578,[],"['When we took office , let me remind you , there was virtually no international pressure on Iran .']"
579,[],[]
580,[],['Says six studies verify that the math adds up for Mitt Romneys tax plan .']
581,[],"['In the United States , weve had 12 years in a row of wages declining .']"
582,[],[]
583,[],"['In the last few months alone , we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror .']"
584,[],[]
585,[],"['This year , were off to our best privatesector jobs growth since 1999 .']"
